level,verb,tense,1s,2s,3s,1p,2p,3p
C1,Wreak,Past Perfect Simple,I had wreaked,you had wreaked,he/she/it had wreaked,we had wreaked,you had wreaked,they had wreaked
C1,Wreak,Past Perfect Continuous,I had been wreaking,you had been wreaking,he/she/it had been wreaking,we had been wreaking,you had been wreaking,they had been wreaking
C1,Wreak,Future Simple,I will wreak,you will wreak,he/she/it will wreak,we will wreak,you will wreak,they will wreak
C1,Wreak,Future Continuous,I will be wreaking,you will be wreaking,he/she/it will be wreaking,we will be wreaking,you will be wreaking,they will be wreaking
C1,Wreak,Future Perfect Simple,I will have wreaked,you will have wreaked,he/she/it will have wreaked,we will have wreaked,you will have wreaked,they will have wreaked
C1,Wreak,Future Perfect Continuous,I will have been wreaking,you will have been wreaking,he/she/it will have been wreaking,we will have been wreaking,you will have been wreaking,they will have been wreaking
C1,Wreak,First Conditional,If I wreak,you will wreak,he/she/it will wreak,we will wreak,you will wreak,they will wreak
C1,Wreak,Second Conditional,If I wreaked,you would wreak,he/she/it would wreak,we would wreak,you would wreak,they would wreak
C1,Spit,Present Simple,I spit,you spit,he/she/it spits,we spit,you spit,they spit
C1,Spit,Present Continuous,I am spitting,you are spitting,he/she/it is spitting,we are spitting,you are spitting,they are spitting
C1,Spit,Present Perfect,I have spat,you have spat,he/she/it has spat,we have spat,you have spat,they have spat
C1,Spit,Present Perfect Continuous,I have been spitting,you have been spitting,he/she/it has been spitting,we have been spitting,you have been spitting,they have been spitting
C1,Spit,Past Simple,I spat,you spat,he/she/it spat,we spat,you spat,they spat
C1,Spit,Past Continuous,I was spitting,you were spitting,he/she/it was spitting,we were spitting,you were spitting,they were spitting
C1,Spit,Past Perfect Simple,I had spat,you had spat,he/she/it had spat,we had spat,you had spat,they had spat
C1,Spit,Past Perfect Continuous,I had been spitting,you had been spitting,he/she/it had been spitting,we had been spitting,you had been spitting,they had been spitting
C1,Spit,Future Simple,I will spit,you will spit,he/she/it will spit,we will spit,you will spit,they will spit
C1,Spit,Future Continuous,I will be spitting,you will be spitting,he/she/it will be spitting,we will be spitting,you will be spitting,they will be spitting
C1,Spit,Future Perfect Simple,I will have spat,you will have spat,he/she/it will have spat,we will have spat,you will have spat,they will have spat
C1,Spit,Future Perfect Continuous,I will have been spitting,you will have been spitting,he/she/it will have been spitting,we will have been spitting,you will have been spitting,they will have been spitting
C1,Spit,First Conditional,If I spit,you will spit,he/she/it will spit,we will spit,you will spit,they will spit
C1,Spit,Second Conditional,If I spat,you would spit,he/she/it would spit,we would spit,you would spit,they would spit
C1,Strew,Present Simple,I strew,you strew,he/she/it strews,we strew,you strew,they strew
C1,Strew,Present Continuous,I am strewing,you are strewing,he/she/it is strewing,we are strewing,you are strewing,they are strewing
C1,Strew,Present Perfect,I have strewn,you have strewn,he/she/it has strewn,we have strewn,you have strewn,they have strewn
C1,Strew,Present Perfect Continuous,I have been strewing,you have been strewing,he/she/it has been strewing,we have been strewing,you have been strewing,they have been strewing
C1,Strew,Past Simple,I strewed,you strewed,he/she/it strewed,we strewed,you strewed,they strewed
C1,Strew,Past Continuous,I was strewing,you were strewing,he/she/it was strewing,we were strewing,you were strewing,they were strewing
C1,Strew,Past Perfect Simple,I had strewn,you had strewn,he/she/it had strewn,we had strewn,you had strewn,they had strewn
C1,Strew,Past Perfect Continuous,I had been strewing,you had been strewing,he/she/it had been strewing,we had been strewing,you had been strewing,they had been strewing
C1,Strew,Future Simple,I will strew,you will strew,he/she/it will strew,we will strew,you will strew,they will strew
C1,Strew,Future Continuous,I will be strewing,you will be strewing,he/she/it will be strewing,we will be strewing,you will be strewing,they will be strewing
C1,Strew,Future Perfect Simple,I will have strewn,you will have strewn,he/she/it will have strewn,we will have strewn,you will have strewn,they will have strewn
C1,Strew,Future Perfect Continuous,I will have been strewing,you will have been strewing,he/she/it will have been strewing,we will have been strewing,you will have been strewing,they will have been strewing
C1,Strew,First Conditional,If I strew,you will strew,he/she/it will strew,we will strew,you will strew,they will strew
C1,Strew,Second Conditional,If I strewed,you would strew,he/she/it would strew,we would strew,you would strew,they would strew
C1,Stride,Present Simple,I stride,you stride,he/she/it strides,we stride,you stride,they stride
C1,Stride,Present Continuous,I am striding,you are striding,he/she/it is striding,we are striding,you are striding,they are striding
C1,Stride,Present Perfect,I have stridden,you have stridden,he/she/it has stridden,we have stridden,you have stridden,they have stridden
C1,Stride,Present Perfect Continuous,I have been striding,you have been striding,he/she/it has been striding,we have been striding,you have been striding,they have been striding
C1,Stride,Past Simple,I strode,you strode,he/she/it strode,we strode,you strode,they strode
C1,Stride,Past Continuous,I was striding,you were striding,he/she/it was striding,we were striding,you were striding,they were striding
C1,Stride,Past Perfect Simple,I had stridden,you had stridden,he/she/it had stridden,we had stridden,you had stridden,they had stridden
C1,Stride,Past Perfect Continuous,I had been striding,you had been striding,he/she/it had been striding,we had been striding,you had been striding,they had been striding
C1,Stride,Future Simple,I will stride,you will stride,he/she/it will stride,we will stride,you will stride,they will stride
C1,Stride,Future Continuous,I will be striding,you will be striding,he/she/it will be striding,we will be striding,you will be striding,they will be striding
C1,Stride,Future Perfect Simple,I will have stridden,you will have stridden,he/she/it will have stridden,we will have stridden,you will have stridden,they will have stridden
C1,Stride,Future Perfect Continuous,I will have been striding,you will have been striding,he/she/it will have been striding,we will have been striding,you will have been striding,they will have been striding
C1,Stride,First Conditional,If I stride,you will stride,he/she/it will stride,we will stride,you will stride,they will stride
C1,Stride,Second Conditional,If I strode,you would stride,he/she/it would stride,we would stride,you would stride,they would stride
C1,Forbear,Present Simple,I forbear,you forbear,he/she/it forbears,we forbear,you forbear,they forbear
C1,Forbear,Present Continuous,I am forbearing,you are forbearing,he/she/it is forbearing,we are forbearing,you are forbearing,they are forbearing
C1,Forbear,Present Perfect,I have forborne,you have forborne,he/she/it has forborne,we have forborne,you have forborne,they have forborne
C1,Forbear,Present Perfect Continuous,I have been forbearing,you have been forbearing,he/she/it has been forbearing,we have been forbearing,you have been forbearing,they have been forbearing
C1,Forbear,Past Simple,I forbore,you forbore,he/she/it forbore,we forbore,you forbore,they forbore
C1,Forbear,Past Continuous,I was forbearing,you were forbearing,he/she/it was forbearing,we were forbearing,you were forbearing,they were forbearing
C1,Forbear,Past Perfect Simple,I had forborne,you had forborne,he/she/it had forborne,we had forborne,you had forborne,they had forborne
C1,Forbear,Past Perfect Continuous,I had been forbearing,you had been forbearing,he/she/it had been forbearing,we had been forbearing,you had been forbearing,they had been forbearing
C1,Forbear,Future Simple,I will forbear,you will forbear,he/she/it will forbear,we will forbear,you will forbear,they will forbear
C1,Forbear,Future Continuous,I will be forbearing,you will be forbearing,he/she/it will be forbearing,we will be forbearing,you will be forbearing,they will be forbearing
C1,Forbear,Future Perfect Simple,I will have forborne,you will have forborne,he/she/it will have forborne,we will have forborne,you will have forborne,they will have forborne
C1,Forbear,Future Perfect Continuous,I will have been forbearing,you will have been forbearing,he/she/it will have been forbearing,we will have been forbearing,you will have been forbearing,they will have been forbearing
C1,Forbear,First Conditional,If I forbear,you will forbear,he/she/it will forbear,we will forbear,you will forbear,they will forbear
C1,Forbear,Second Conditional,If I forbore,you would forbear,he/she/it would forbear,we would forbear,you would forbear,they would forbear
C1,Beguile,Present Simple,I beguile,you beguile,he/she/it beguiles,we beguile,you beguile,they beguile
C1,Beguile,Present Continuous,I am beguiling,you are beguiling,he/she/it is beguiling,we are beguiling,you are beguiling,they are beguiling
C1,Beguile,Present Perfect,I have beguiled,you have beguiled,he/she/it has beguiled,we have beguiled,you have beguiled,they have beguiled
C1,Beguile,Present Perfect Continuous,I have been beguiling,you have been beguiling,he/she/it has been beguiling,we have been beguiling,you have been beguiling,they have been beguiling
C1,Beguile,Past Simple,I beguiled,you beguiled,he/she/it beguiled,we beguiled,you beguiled,they beguiled
C1,Beguile,Past Continuous,I was beguiling,you were beguiling,he/she/it was beguiling,we were beguiling,you were beguiling,they were beguiling
C1,Beguile,Past Perfect Simple,I had beguiled,you had beguiled,he/she/it had beguiled,we had beguiled,you had beguiled,they had beguiled
C1,Beguile,Past Perfect Continuous,I had been beguiling,you had been beguiling,he/she/it had been beguiling,we had been beguiling,you had been beguiling,they had been beguiling
C1,Beguile,Future Simple,I will beguile,you will beguile,he/she/it will beguile,we will beguile,you will beguile,they will beguile
C1,Beguile,Future Continuous,I will be beguiling,you will be beguiling,he/she/it will be beguiling,we will be beguiling,you will be beguiling,they will be beguiling
C1,Beguile,Future Perfect Simple,I will have beguiled,you will have beguiled,he/she/it will have beguiled,we will have beguiled,you will have beguiled,they will have beguiled
C1,Beguile,Future Perfect Continuous,I will have been beguiling,you will have been beguiling,he/she/it will have been beguiling,we will have been beguiling,you will have been beguiling,they will have been beguiling
C1,Beguile,First Conditional,If I beguile,you will beguile,he/she/it will beguile,we will beguile,you will beguile,they will beguile
C1,Beguile,Second Conditional,If I beguiled,you would beguile,he/she/it would beguile,we would beguile,you would beguile,they would beguile
C1,Betide,Present Simple,I betide,you betide,he/she/it betides,we betide,you betide,they betide
C1,Betide,Present Continuous,I am betiding,you are betiding,he/she/it is betiding,we are betiding,you are betiding,they are betiding
C1,Betide,Present Perfect,I have betided,you have betided,he/she/it has betided,we have betided,you have betided,they have betided
C1,Betide,Present Perfect Continuous,I have been betiding,you have been betiding,he/she/it has been betiding,we have been betiding,you have been betiding,they have been betiding
C1,Betide,Past Simple,I betided,you betided,he/she/it betided,we betided,you betided,they betided
C1,Betide,Past Continuous,I was betiding,you were betiding,he/she/it was betiding,we were betiding,you were betiding,they were betiding
C1,Betide,Past Perfect Simple,I had betided,you had betided,he/she/it had betided,we had betided,you had betided,they had betided
C1,Betide,Past Perfect Continuous,I had been betiding,you had been betiding,he/she/it had been betiding,we had been betiding,you had been betiding,they had been betiding
C1,Betide,Future Simple,I will betide,you will betide,he/she/it will betide,we will betide,you will betide,they will betide
C1,Betide,Future Continuous,I will be betiding,you will be betiding,he/she/it will be betiding,we will be betiding,you will be betiding,they will be betiding
C1,Betide,Future Perfect Simple,I will have betided,you will have betided,he/she/it will have betided,we will have betided,you will have betided,they will have betided
C1,Betide,Future Perfect Continuous,I will have been betiding,you will have been betiding,he/she/it will have been betiding,we will have been betiding,you will have been betiding,they will have been betiding
C1,Betide,First Conditional,If I betide,you will betide,he/she/it will betide,we will betide,you will betide,they will betide
C1,Betide,Second Conditional,If I betided,you would betide,he/she/it would betide,we would betide,you would betide,they would betide
C1,Overbear,Present Simple,I overbear,you overbear,he/she/it overbears,we overbear,you overbear,they overbear
C1,Overbear,Present Continuous,I am overbearing,you are overbearing,he/she/it is overbearing,we are overbearing,you are overbearing,they are overbearing
C1,Overbear,Present Perfect,I have overborne,you have overborne,he/she/it has overborne,we have overborne,you have overborne,they have overborne
C1,Overbear,Present Perfect Continuous,I have been overbearing,you have been overbearing,he/she/it has been overbearing,we have been overbearing,you have been overbearing,they have been overbearing
C1,Overbear,Past Simple,I overbore,you overbore,he/she/it overbore,we overbore,you overbore,they overbore
C1,Overbear,Past Continuous,I was overbearing,you were overbearing,he/she/it was overbearing,we were overbearing,you were overbearing,they were overbearing
C1,Overbear,Past Perfect Simple,I had overborne,you had overborne,he/she/it had overborne,we had overborne,you had overborne,they had overborne
C1,Overbear,Past Perfect Continuous,I had been overbearing,you had been overbearing,he/she/it had been overbearing,we had been overbearing,you had been overbearing,they had been overbearing
C1,Overbear,Future Simple,I will overbear,you will overbear,he/she/it will overbear,we will overbear,you will overbear,they will overbear
C1,Overbear,Future Continuous,I will be overbearing,you will be overbearing,he/she/it will be overbearing,we will be overbearing,you will be overbearing,they will be overbearing
C1,Overbear,Future Perfect Simple,I will have overborne,you will have overborne,he/she/it will have overborne,we will have overborne,you will have overborne,they will have overborne
C1,Overbear,Future Perfect Continuous,I will have been overbearing,you will have been overbearing,he/she/it will have been overbearing,we will have been overbearing,you will have been overbearing,they will have been overbearing
C1,Overbear,First Conditional,If I overbear,you will overbear,he/she/it will overbear,we will overbear,you will overbear,they will overbear
C1,Overbear,Second Conditional,If I overbore,you would overbear,he/she/it would overbear,we would overbear,you would overbear,they would overbear
C1,Outshine,Present Simple,I outshine,you outshine,he/she/it outshines,we outshine,you outshine,they outshine
C1,Outshine,Present Continuous,I am outshining,you are outshining,he/she/it is outshining,we are outshining,you are outshining,they are outshining
C1,Outshine,Present Perfect,I have outshone,you have outshone,he/she/it has outshone,we have outshone,you have outshone,they have outshone
C1,Outshine,Present Perfect Continuous,I have been outshining,you have been outshining,he/she/it has been outshining,we have been outshining,you have been outshining,they have been outshining
C1,Outshine,Past Simple,I outshone,you outshone,he/she/it outshone,we outshone,you outshone,they outshone
C1,Outshine,Past Continuous,I was outshining,you were outshining,he/she/it was outshining,we were outshining,you were outshining,they were outshining
C1,Outshine,Past Perfect Simple,I had outshone,you had outshone,he/she/it had outshone,we had outshone,you had outshone,they had outshone
C1,Outshine,Past Perfect Continuous,I had been outshining,you had been outshining,he/she/it had been outshining,we had been outshining,you had been outshining,they had been outshining
C1,Outshine,Future Simple,I will outshine,you will outshine,he/she/it will outshine,we will outshine,you will outshine,they will outshine
C1,Outshine,Future Continuous,I will be outshining,you will be outshining,he/she/it will be outshining,we will be outshining,you will be outshining,they will be outshining
C1,Outshine,Future Perfect Simple,I will have outshone,you will have outshone,he/she/it will have outshone,we will have outshone,you will have outshone,they will have outshone
C1,Outshine,Future Perfect Continuous,I will have been outshining,you will have been outshining,he/she/it will have been outshining,we will have been outshining,you will have been outshining,they will have been outshining
C1,Outshine,First Conditional,If I outshine,you will outshine,he/she/it will outshine,we will outshine,you will outshine,they will outshine
C1,Outshine,Second Conditional,If I outshone,you would outshine,he/she/it would outshine,we would outshine,you would outshine,they would outshine
